"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"DD5Q4A6J","book","2002","Regester, Charlene","Black entertainers in African American newspaper articles","","978-0-7864-1053-8","","","","","2002","2016-04-19 20:36:19","2016-04-19 20:36:19","","","","","","","","","","","","","McFarland","Jefferson  N.C.","","","","","","","","","","/Users/karlacontreras/Library/Application Support/Zotero/Profiles/v1v2wix2.default/zotero/storage/A6VGSH4D/47831202&referer=brief_results.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DDVDBX4S","book","2012","Guerrero, Ed.","Framing blackness: The African American image in film. Temple University Press, 2012.","","","","","","","2012","2016-04-14 21:27:07","2016-04-14 21:27:31","","","","","","","","","","","","","Temple University Press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DQS8A742","webpage","","","BLACK CAMERA | The Black Film Center/Archive | Indiana University Bloomington","","","","","http://www.indiana.edu/~blackcam/resources/","","","2016-04-14 20:58:15","2016-04-14 20:58:15","2016-04-14 20:58:15","","","","","","","","","","","","","","","","","","","","","","","/Users/karlacontreras/Library/Application Support/Zotero/Profiles/v1v2wix2.default/zotero/storage/XECVPPZ9/resources.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EDX3C95A","journalArticle","1993","Gaines, jane","Gaines, Jane. ""Fire and Desire: Race, Melodrama, and Oscar Micheaux."" Black American Cinema (1993): 49-70.","Black American Cinema","","","","","","1993","2016-04-14 21:33:42","2016-04-14 21:34:23","","49-70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F532N2ND","webpage","","","UCLA Library Catalog Holdings Information","","","","","http://catalog.library.ucla.edu/vwebv/holdingsInfo?searchId=1585&recCount=50&recPointer=1&bibId=4627798","","","2016-05-16 18:02:03","2016-05-16 18:02:03","2016-05-16 18:02:03","","","","","","","","","","","","","","","","","","","","","","","/Users/karlacontreras/Library/Application Support/Zotero/Profiles/v1v2wix2.default/zotero/storage/SZ6ABMB2/holdingsInfo.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FNUJHJH9","journalArticle","2008","Petersen, Christina","The 'Reol' Story: Race Authorship and Consciousness in Robert Levy's Reol Productions, 1921–1926","Film History: An International Journal","","1553-3905","","https://muse.jhu.edu/article/254498","","2008","2016-04-20 03:49:53","2016-04-20 03:49:53","2016-04-20 03:49:53","308-324","","3","20","","","The 'Reol' Story","","","","","","","","","","","","muse.jhu.edu","","","","/Users/karlacontreras/Library/Application Support/Zotero/Profiles/v1v2wix2.default/zotero/storage/CRCVK9XE/254498.html","","added","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FQA92TNQ","webpage","","","Separate Cinema","","","","","http://www.separatecinema.com/","","","2016-04-14 21:15:46","2016-04-14 21:15:46","2016-04-14 21:15:46","","","","","","","","","","","","","","","","","","","","","","","/Users/karlacontreras/Library/Application Support/Zotero/Profiles/v1v2wix2.default/zotero/storage/QMFNTS54/www.separatecinema.com.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GHEQWNUV","book","2007","Berry, Torriano","Historical dictionary of African American cinema","","978-0-8108-5930-2","","","","","2007","2016-04-15 03:46:26","2016-04-15 03:46:26","","","","","","","","","","","","","Scarecrow Press,","Lanham, Md. :","","","","","","","","","","/Users/karlacontreras/Library/Application Support/Zotero/Profiles/v1v2wix2.default/zotero/storage/35JDDUF6/643556996&referer=brief_results.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GQ4CH4AV","webpage","","","Screening a lynching : the Leo Frank case on film and television (Book, 2009) [UCLA Library]","","","","","http://ucla.worldcat.org/title/screening-a-lynching-the-leo-frank-case-on-film-and-television/oclc/225874021&referer=brief_results","","","2016-04-14 21:34:23","2016-04-14 21:34:23","2016-04-14 21:34:23","","","","","","","","","","","","","","","","","","","","","","","/Users/karlacontreras/Library/Application Support/Zotero/Profiles/v1v2wix2.default/zotero/storage/8HWUNSPA/225874021&referer=brief_results.html","","Lynching","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I3T9ZU2N","webpage","","","The cinema and its shadow : race and technology in early cinema (Book, 2013) [UCLA Library]","","","","","http://ucla.worldcat.org/title/cinema-and-its-shadow-race-and-technology-in-early-cinema/oclc/816563784&referer=brief_results","","","2016-04-14 21:29:04","2016-04-14 21:29:04","2016-04-14 21:29:04","","","","","","","","","","","","","","","","","","","","","","","/Users/karlacontreras/Library/Application Support/Zotero/Profiles/v1v2wix2.default/zotero/storage/FXDFRK45/816563784&referer=brief_results.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IEW3KBA5","webpage","","","African-American Women in the Silent Film Industry – Women Film Pioneers Project","","","","","https://wfpp.cdrs.columbia.edu/essay/african-american-women-in-the-silent-film-industry/","","","2016-04-15 03:56:35","2016-04-15 03:56:35","2016-04-15 03:56:35","","","","","","","","","","","","","","","","","","","","","","","/Users/karlacontreras/Library/Application Support/Zotero/Profiles/v1v2wix2.default/zotero/storage/JK5NS5TH/african-american-women-in-the-silent-film-industry.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J8GBWXMX","webpage","","","Oscar Micheaux Society (Founded 1980's) - Society For Cinema and Media Studies","","","","","http://www.cmstudies.org/?page=groups_micheaux","","","2016-04-14 21:25:36","2016-04-14 21:25:36","2016-04-14 21:25:36","","","","","","","","","","","","","","","","","","","","","","","/Users/karlacontreras/Library/Application Support/Zotero/Profiles/v1v2wix2.default/zotero/storage/UBMDDV9Q/www.cmstudies.org.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JATSFRIP","book","1992","Kisch, John; Mapp, Edward","A separate cinema: fifty years of black-cast posters","","978-0-374-26101-6 978-0-374-52360-2","","","","","1992","2016-04-19 22:07:44","2016-04-19 22:07:44","","","","","","","","A separate cinema","","","","","Farrar, Straus, and Giroux","New York","English","","","","","Open WorldCat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JENXRHCR","webpage","","","African American Film History - African-American Film History - Research Guides at Washington University Libraries","","","","","http://libguides.wustl.edu/af-am-film","","","2016-04-14 21:52:34","2016-04-14 21:52:34","2016-04-14 21:52:34","","","","","","","","","","","","","","","","","","","","","","","/Users/karlacontreras/Library/Application Support/Zotero/Profiles/v1v2wix2.default/zotero/storage/8JSQX83Z/af-am-film.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JF6KS4EV","webpage","","","Midnight Ramble: The Negro in early Hollywood","","","","","http://www.moderntimes.com/palace/black/index.html","","","2016-04-14 21:15:13","2016-04-14 21:15:13","2016-04-14 21:15:13","","","","","","","","","","","","","","","","","","","","","","","/Users/karlacontreras/Library/Application Support/Zotero/Profiles/v1v2wix2.default/zotero/storage/S3FQ53VT/index.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JHNBQIWA","book","1990","Gray, John","Blacks in film and television : a Pan-African bibliography of films, filmmakers, and performers","","978-0-313-27486-2","","","","","1990","2016-04-15 03:52:12","2016-04-15 03:52:12","","","","","","","","Blacks in film and television","","","","","Greenwood Press","New York","","","","","","","","","","/Users/karlacontreras/Library/Application Support/Zotero/Profiles/v1v2wix2.default/zotero/storage/CRB6JWIR/22108640&referer=brief_results.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JJJW7HUK","book","1972","Eakins, Thomas; Hendricks, Gordon","The Photographs of Thomas Eakins","","","","","","","1972","2016-04-14 21:04:06","2016-04-14 21:04:06","","","","","","","","","","","","","Grossman Publishers","","","","","","","Google Scholar","","","","/Users/karlacontreras/Library/Application Support/Zotero/Profiles/v1v2wix2.default/zotero/storage/H5ENJDFZ/AC0369.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JV276MT3","book","2000","Bowser, Pearl","Writing himself into history : Oscar Micheaux, his silent films, and his audiences","","978-0-8135-2802-1","","","","","2000","2016-04-14 21:19:12","2016-04-14 21:19:12","","","","","","","","Writing himself into history","","","","","Rutgers University Press","New Brunswick  N.J.","","","","","","","","","","/Users/karlacontreras/Library/Application Support/Zotero/Profiles/v1v2wix2.default/zotero/storage/T2WVDDD4/42771875&referer=brief_results.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JVC2A84Q","book","2002","Butters, Gerald","Black manhood on the silent screen","","978-0-7006-1197-3","","","","","2002","2016-04-14 21:44:47","2016-04-14 21:44:47","","","","","","","","","","","","","University Press of Kansas","Lawrence","","","","","","","","","","/Users/karlacontreras/Library/Application Support/Zotero/Profiles/v1v2wix2.default/zotero/storage/6WZIVGV5/50753598&referer=brief_results.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JWC6QI8V","book","1970","Noble, Peter","The Negro in films.","","978-0-405-01629-5","","","","","1970","2016-04-15 03:50:17","2016-04-15 03:50:17","","","","","","","","","","","","","Arno Press","New York","","","","","","","","","","/Users/karlacontreras/Library/Application Support/Zotero/Profiles/v1v2wix2.default/zotero/storage/MTAZ67B5/101374&referer=brief_results.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K4DJZ3CT","book","1948","Noble, Peter","The Cinema and the Negro, 1905-1948,","","","","","","","1948","2016-05-12 20:50:29","2016-05-12 20:50:49","","","","","","","","","","","","","[Sight and Sound]","[London]","","","","","","","","","","/Users/karlacontreras/Library/Application Support/Zotero/Profiles/v1v2wix2.default/zotero/storage/6M9S2R8V/689714&referer=brief_results.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K5SJFT6S","webpage","","","Struggles for representation : African American documentary film and video (Book, 1999) [UCLA Library]","","","","","http://ucla.worldcat.org/title/struggles-for-representation-african-american-documentary-film-and-video/oclc/41361462&referer=brief_results","","","2016-04-14 21:36:49","2016-04-14 21:36:49","2016-04-14 21:36:49","","","","","","","","","","","","","","","","","","","","","","","/Users/karlacontreras/Library/Application Support/Zotero/Profiles/v1v2wix2.default/zotero/storage/ACAIB569/41361462&referer=brief_results.html","","AA Representation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KB4B8UZP","book","2009","Shanachie Entertainment Corp.,;Northern Light Productions,;WGBH Educational Foundation,;WGBH (Television station : Boston, Mass.),;Synergy Entertainment,; Cram, Bestor","Midnight ramble : Oscar Micheaux and the story of race movies","","","","","","","2009","2016-04-15 03:43:59","2016-04-15 03:43:59","","","","","","","","Midnight ramble","","","","","","","","","","","","","","","","/Users/karlacontreras/Library/Application Support/Zotero/Profiles/v1v2wix2.default/zotero/storage/VZZ686QV/656834558&referer=brief_results.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KMEK6KFZ","book","1988","Stewart, Jeffrey C.","Paul Robeson: Artist and Citizen","","","","","","","1988","2016-04-14 21:21:35","2016-04-14 21:22:56","","","","","","","","","","","","","Rutgers University Press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KPZ89G2G","webpage","","","African-American Women in the Silent Film Industry – Women Film Pioneers Project","","","","","https://wfpp.cdrs.columbia.edu/essay/african-american-women-in-the-silent-film-industry/","","","2016-04-14 21:16:54","2016-04-14 21:16:54","2016-04-14 21:16:54","","","","","","","","","","","","","","","","","","","","","","","/Users/karlacontreras/Library/Application Support/Zotero/Profiles/v1v2wix2.default/zotero/storage/Q67N253Q/african-american-women-in-the-silent-film-industry.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MZK5SJ6X","book","2015","Field, Allyson Nadia","Uplift Cinema: The Emergence of African American Film and the Possibility of Black Modernity","","978-0-8223-7555-5","","","","","2015","2016-04-14 21:01:05","2016-05-12 21:49:35","","","1","","","","","Uplift cinema","","","","","Duke University Press","Durham","","","","","","catalog.library.ucla.edu Library Catalog","PN1995.9.N4 F54 2015","","<p>In this context, it is logical that cinema was a natural successor to uplift photography and its narratives.<br />Field, Allyson Nadia. Uplift Cinema : The Emergence of African American Film and the Possibility of Black Modernity. North Carolina, US: Duke University Press Books, 2015. ProQuest ebrary. Web. 3 June 2016.<br />Copyright © 2015. Duke University Press Books. All rights reserved.</p> <p>Haynes was not simply a filmmaker or a businessman but an entrepreneur. The position of the entrepreneur was a significant one for the uplift model, demarcating a role in which a wide range of business ventures were combined with a sense of social responsibility.<br />Field, Allyson Nadia. Uplift Cinema : The Emergence of African American Film and the Possibility of Black Modernity. North Carolina, US: Duke University Press Books, 2015. ProQuest ebrary. Web. 3 June 2016.<br />Copyright © 2015. Duke University Press Books. All rights reserved.</p> <p>Moving picture production was one of a number of enterprises in which these interconnected Chicagoans engaged. Filmmaking was often ancillary to their other activities or was a tool by which to exhibit the uplift of the race and extend experiences (or, rather, the images of experiences) for the rest of Chicago and beyond.<br />Field, Allyson Nadia. Uplift Cinema : The Emergence of African American Film and the Possibility of Black Modernity. North Carolina, US: Duke University Press Books, 2015. ProQuest ebrary. Web. 3 June 2016.<br />Copyright © 2015. Duke University Press Books. All rights reserved. </p> <p>Because of these deep connections, to investigate the role of motion pictures in Chicago is to trace a series of intersecting lives and careers as well as intertwined civic involvement.<br />Field, Allyson Nadia. Uplift Cinema : The Emergence of African American Film and the Possibility of Black Modernity. North Carolina, US: Duke University Press Books, 2015. ProQuest ebrary. Web. 3 June 2016.<br />Copyright © 2015. Duke University Press Books. All rights reserved.</p> <p>As part of a new wage-­ earning, cosmopolitan Black middle class, railway porters were emblematic of the broader social transformations taking place. The film, with its urban setting and references to travel and social encounters in the public sphere, asserts an image of Black modernity that refutes the stereotypes of African Americans as provincial and unsophisticated that permeated popular visual culture.<br />Field, Allyson Nadia. Uplift Cinema : The Emergence of African American Film and the Possibility of Black Modernity. North Carolina, US: Duke University Press Books, 2015. ProQuest ebrary. Web. 3 June 2016.<br />Copyright © 2015. Duke University Press Books. All rights reserved.</p>; The aesthetics of uplift: the Hampton-Tuskegee idea and the possibility of failure -- ""To show the industrial progress of the Negro along industrial lines?"" : uplift cinema entrepreneurs at Tuskegee Institute, 1909-1913 -- ""Pictorial sermons"" : the campaign films of Hampton Institute, 1913-1915 -- ""A vicious and hurtful play"" : the Birth of a Nation and the new era, 1915 -- To ""encourage and uplift"" : entrepreneurial uplift cinema","","","","20th century; 1900 - 1999; African Americans in motion pictures; African Americans in the motion picture industry; Electronic books; History","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ND22Z564","webpage","","","Black Cinema Part I -- Race Movies - The Silent Era at the Amoeblog","","","","","http://www.amoeba.com/blog/2010/01/eric-s-blog/-black-cinema-part-i-race-movies-the-silent-era.html","","","2016-04-14 21:07:38","2016-04-14 21:07:38","2016-04-14 21:07:38","","","","","","","","","","","","","","","","","","","","","","","/Users/karlacontreras/Library/Application Support/Zotero/Profiles/v1v2wix2.default/zotero/storage/RSUSMSQ3/-black-cinema-part-i-race-movies-the-silent-era.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NQEFCKRJ","book","","Everett, Anna.","Returning the gaze: A genealogy of black film criticism, 1909-1949.","","","","","","","","2016-04-14 21:28:18","2016-04-14 21:28:46","","","","","","","","","","","","","Duke University Press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PBWHJ6W4","webpage","","","African American Film and Television | UCLA Film & Television Archive","","","","","https://www.cinema.ucla.edu/collections/african-american","","","2016-04-14 21:53:38","2016-04-14 21:53:38","2016-04-14 21:53:38","","","","","","","","","","","","","","","","","","","","","","","/Users/karlacontreras/Library/Application Support/Zotero/Profiles/v1v2wix2.default/zotero/storage/6XX6NT59/african-american.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PQNJ367G","webpage","","","Forgotten Great Black Actresses: “Race Films” in Early Hollywood | Bitch Flicks","","","","","http://www.btchflcks.com/2014/03/forgotten-great-black-actresses-race-films-in-early-hollywood.html#.VxAHkZMrJE4","","","2016-04-14 21:11:55","2016-04-14 21:11:55","2016-04-14 21:11:55","","","","","","","","","","","","","","","","","","","","","","","/Users/karlacontreras/Library/Application Support/Zotero/Profiles/v1v2wix2.default/zotero/storage/NNKPF7TQ/forgotten-great-black-actresses-race-films-in-early-hollywood.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PTDEHD67","book","2007","AMS Production Group.; Osborne, Brad","In the shadow of Hollywood race movies & the birth of Black cinema","","","","","","","2007","2016-04-14 22:00:54","2016-04-14 22:00:54","","","","","","","","","","","","","AMS Production Group,","Dallas, TX :","","","","","","","","","","/Users/karlacontreras/Library/Application Support/Zotero/Profiles/v1v2wix2.default/zotero/storage/859WDUSW/213814444&referer=brief_results.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PU63PU38","webpage","","","Black film as genre (Book, 1978) [WorldCat.org]","","","","","http://www.worldcat.org/title/black-film-as-genre/oclc/3481883&referer=brief_results","","","2016-04-19 22:10:16","2016-04-19 22:10:16","2016-04-19 22:10:16","","","","","","","","","","","","","","","","","","","","","","","/Users/karlacontreras/Library/Application Support/Zotero/Profiles/v1v2wix2.default/zotero/storage/E7GK5ERE/3481883&referer=brief_results.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q88ZZUNB","book","2006","Strausbaugh, John","Black like you: blackface, whiteface, insult & imitation in American popular culture","","978-1-58542-498-6","","","","An exploration of race relations in American popular culture, focusing particularly on blackface--strange, often scandalous, and now taboo entertainment. Although blackface performance came to be denounced as purely racist mockery, and shamefacedly erased from most modern accounts of American cultural history, Strausbaugh shows that, nevertheless, its impact has been deep and longlasting. Strausbaugh illuminates truths about race rarely discussed in public, including: --American culture conforms neither to knee-jerk racism nor to political correctness. It is neither Black nor White nor Other, but a mix. --No history is best forgotten--however uncomfortable it may be to remember. The power of blackface to enrage and mortify Americans to this day is reason enough to examine what it still tells us about our culture and ourselves. --Blackface is still alive. Its impact and derivations--including Black performers in ""whiteface""--Can be seen all around us.--From publisher description.","2006","2016-04-14 21:32:41","2016-04-14 21:32:41","","","370","","","","","Black like you","","","","","Jeremy P. Tarcher/Penguin","New York","English","","","","","OCLC WorldCat FirstSearch","","","Access: http://catdir.loc.gov/catdir/toc/fy0705/2006040940.html External Resources: Cite This Item Search for versions with same title and author | Advanced options ... Contents: A pestilence of ignunce: blackface in the twenty-first century -- Queer people of the world: Africans on display -- Black like you: blackface minstrelsy, the rock & roll years -- ""You may be a Hawaiian on Broadway ... "": the minstrel show, coon songs & vaudeville -- Black ink: Negro-dialect literature -- Black & white film, reel one: Uncle Tom's cinema -- Black & white film, reel two: from race movies to White Chicks -- Black market: negrobilia and Black Americana -- Yackety yack, don't talk black: ebonics and American English -- Pimp Jim Crow: wiggaz, niggaz & a wonky -- Afterword: trickin' the paddies with Uncle Aglio e Oglio / Darius James. Access: Materials specified:    Table of contentshttp://catdir.loc.gov/catdir/toc/fy0705/2006040940.html Materials specified: Contributor biographical informationhttp://catdir.loc.gov/catdir/enhancements/fy0720/2006040940-b.html Materials specified: Publisher descriptionhttp://catdir.loc.gov/catdir/enhancements/fy0720/2006040940-d.html Geographic: United States -- Race relations. Verenigde Staten. United States. Note(s): Includes bibliographical references (pages 363-370). General Info: Other format available: Online version:; Strausbaugh, John.; Black like you.; New York : Jeremy P. Tarcher/Penguin, �2006 Class Descriptors: LC: E185.625; Dewey: 305.896/0973 Responsibility: John Strausbaugh. More Records: Show record information Vendor Info: Baker & Taylor Baker and Taylor YBP Library Services (BKTY BTCP YANK) 24.95 Status:                 active Material Type: Internet resource (url) Date of Entry: 20060302 Update: 20150326 Provider: OCLC","","","","African Americans in popular culture. Racism in popular culture; Race identity; Race identity. Blackface entertainers. Imitation. Popular culture. Race relations. Racism in popular culture. Stereotypes (Social psychology) Whites; Race identity. Whites; United States. African Americans; United States. Blackface entertainers; United States. Imitation. Stereotypes (Social psychology); United States. Popular culture; United States. Rassendiscriminatie. Populaire cultuur. African Americans in popular culture. African Americans","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QDV7E5ND","webpage","","","Beneath the surface: An examination of the characterization of African-Americans in submarine-themed American film - ProQuest","","","","","http://search.proquest.com/docview/1733230502/133D143E23B14E4BPQ/4?accountid=14512","","","2016-04-14 21:21:01","2016-04-14 21:21:01","2016-04-14 21:20:15","","","","","","","Beneath the surface","","","","","","","","","","","","","","","","/Users/karlacontreras/Library/Application Support/Zotero/Profiles/v1v2wix2.default/zotero/storage/AV9VZBKS/Beneath the surface An examination of the charact.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TDQQ7DGT","journalArticle","1998","Bernstein, Matthew; White, Dana F.","'Scratching Around' in a 'Fit of Insanity': The Norman Film Manufacturing Company and the Race FIlm Business in the 1920","Griffithiana","","","","","","1998-05","2016-04-19 22:12:26","2016-04-19 22:13:34","","81-127","","62-63","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U2JG48M2","webpage","","","Black Cinema Part I -- Race Movies - The Silent Era at the Amoeblog","","","","","http://www.amoeba.com/blog/2010/01/eric-s-blog/-black-cinema-part-i-race-movies-the-silent-era.html","","","2016-04-14 21:50:15","2016-04-14 21:50:15","2016-04-14 21:50:15","","","","","","","","","","","","","","","","","","","","","","","/Users/karlacontreras/Library/Application Support/Zotero/Profiles/v1v2wix2.default/zotero/storage/R3BQB4RJ/-black-cinema-part-i-race-movies-the-silent-era.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UMC7AQX2","book","2005","Bogle, Donald","Bright boulevards, bold dreams : the story of Black Hollywood","","978-0-345-45418-8","","","","","2005","2016-04-15 03:49:02","2016-04-15 03:49:02","","","","","","","","Bright boulevards, bold dreams","","","","","One World Ballantine Books","New York","","","","","","","","","","/Users/karlacontreras/Library/Application Support/Zotero/Profiles/v1v2wix2.default/zotero/storage/JN2N5RP3/55797844&referer=brief_results.html","","","","","","","","","","","","","","","","","","","","","","","1st ed.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UR73XGKW","book","1996","Bernardi, Daniel","The birth of whiteness : race and the emergence of U.S. cinema","","978-0-8135-2275-3","","","","","1996","2016-04-19 22:10:56","2016-04-19 22:10:56","","","","","","","","The birth of whiteness","","","","","Rutgers University Press","New Brunswick  N.J.","","","","","","","","","","/Users/karlacontreras/Library/Application Support/Zotero/Profiles/v1v2wix2.default/zotero/storage/RDW7HMS8/33969754&referer=brief_results.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
